Chord,E,A,D,G,B,E2,Structure,Note1,Note2,Note3,Note4,Note5,Note6
Cm7b5 4,x,x,1,2,2,2,1;b3;b5;b7,x,x,C,Gb,Bb,Eb
Cm7b5 5,x,2,x,3,4,1,1;b3;b5;b7,x,C,x,Bb,Eb,Gb
Cm9 1,x,2,1,3,4,x,1;b3;5;b7;9,x,C,Eb,Bb,D,x
Cm9 2,3,1,4,2,x,x,1;b3;5;b7;9,C,Eb,Bb,D,x,x
Cm9 3,1,3,1,1,1,4,1;b3;5;b7;9,C,G,Bb,Eb,G,D
Cm9 4,x,x,2,1,4,3,1;b3;5;b7;9,x,x,C,Eb,Bb,D
Cmaj 1,x,1,3,3,3,x,1;3;5,x,C,G,C,E,x
Cmaj 2,1,3,4,2,1,1,1;3;5,C,G,C,E,G,C
Cmaj 3,x,3,2,0,1,0,1;3;5,x,C,E,G,C,E
Cmaj 4,x,x,x,0,1,0,1;3;5,x,x,x,G,C,E
Cmaj 5,x,1,3,3,3,1,1;3;5,x,C,G,C,E,G
Cmaj 6,x,1,2,3,4,0,1;3;5,x,C,G,C,E,E
Cmaj 7,3,4,2,0,1,0,1;3;5,G,C,E,G,C,E
Cmaj 8,2,x,x,3,x,x,1;3;5,C,x,x,E,x,x
Cmaj 9,x,3,2,0,1,x,1;3;5,x,C,E,G,C,x
Cmaj 10,x,x,1,1,1,4,1;3;5,x,x,G,C,E,C
Cmaj 11,x,x,x,3,4,1,1;3;5,x,x,x,C,E,G
Cmaj 12,x,x,1,1,1,x,1;3;5,x,x,G,C,E,x
Cmaj 13,x,2,1,x,x,x,1;3;5,x,C,E,x,x,x
Cmaj 14,x,x,3,2,1,1,1;3;5,x,x,C,E,G,C
Cmaj 15,x,3,2,0,1,4,1;3;5,x,C,E,G,C,G
Cmaj 16,x,1,x,0,4,x,1;3;5,x,C,x,G,E,x
Cmaj 17,3,x,2,0,1,0,1;3;5,G,x,E,G,C,E
Cmaj13 1,1,x,2,3,4,x,1;3;5;7;9;11;13,C,x,B,E,A,x
Cmaj13 2,1,x,2,3,4,4,1;3;5;7;9;11;13,C,x,B,E,A,D
Cmaj13 3,x,1,3,2,1,4,1;3;5;7;9;11;13,x,C,G,B,D,A
Cmaj13 4,x,1,4,2,1,x,1;3;5;7;9;11;13,x,C,A,B,D,x
Cmaj13 5,x,1,x,2,3,4,1;3;5;7;9;11;13,x,C,x,B,E,A
Cmaj13 6,1,1,3,2,1,4,1;3;5;7;9;11;13,G,C,G,B,D,A
Cmaj7 1,x,3,2,0,0,0,1;3;5;7,x,C,E,G,B,E
Cmaj7 2,x,1,3,2,4,1,1;3;5;7,x,C,G,B,E,G
Cmaj7 3,x,x,4,3,2,1,1;3;5;7,x,x,C,E,G,B
Cmaj7 4,x,1,3,2,4,x,1;3;5;7,x,C,G,B,E,x
Cmaj7 5,1,x,3,4,2,x,1;3;5;7,C,x,B,E,G,x
Cmaj7 6,3,4,2,0,0,0,1;3;5;7,G,C,E,G,B,E
Cmaj7 7,1,3,4,2,0,0,1;3;5;7,C,G,C,E,B,E
Cmaj7 8,x,1,3,4,0,0,1;3;5;7,x,C,G,C,B,E
Cmaj7 9,1,x,3,4,x,x,1;3;5;7,C,x,B,E,x,x
Cmaj7 10,x,2,1,0,0,3,1;3;5;7,x,C,E,G,B,G
Cmaj7 11,x,2,4,0,0,0,1;3;5;7,x,C,G,G,B,E
Cmaj7 12,x,x,1,1,1,3,1;3;5;7,x,x,G,C,E,B
Cmaj7 13,x,x,2,3,1,1,1;3;5;7,x,x,B,E,G,C
Cmaj7 14,x,x,1,3,3,3,1;3;5;7,x,x,C,G,B,E
Cmaj7 15,x,1,3,2,4,0,1;3;5;7,x,C,G,B,E,E
Cmaj7 16,x,x,2,4,1,3,1;3;5;7,x,x,E,B,C,G
Cmaj7 17,2,x,1,3,4,x,1;3;5;7,E,x,C,G,B,x
Cmaj7 18,x,x,2,4,1,3,1;3;5;7,x,x,E,B,C,G
Cmaj9 1,x,2,1,4,3,x,1;3;5;7;9,x,C,E,B,D,x
Cmaj9 2,2,1,3,1,x,x,1;3;5;7;9,C,E,B,D,x,x
Cmaj9 3,x,x,4,1,2,1,1;3;5;7;9,x,x,C,D,G,B
Cmaj9 4,x,1,4,3,2,0,1;3;5;7;9,x,C,G,B,D,E
Cmaj9 5,x,1,0,3,2,0,1;3;5;7;9,x,C,D,B,D,E
Cmaj9 6,x,3,0,0,0,0,1;3;5;7;9,x,C,D,G,B,E
Cmaj9 7,x,x,1,3,2,2,1;3;5;7;9,x,x,E,B,D,G
Cmaj9 8,x,x,2,3,1,4,1;3;5;7;9,x,x,B,E,G,D
Cmaj9 9,x,2,0,0,1,0,1;3;5;7;9,x,B,D,G,C,E
Cmaj9 10,2,x,4,1,3,x,1;3;5;7;9,C,x,B,D,G,x
Cmaj9 11,x,x,2,1,4,3,1;3;5;7;9,x,x,C,E,B,D
Cmajm 1,0,3,2,0,1,0,1;3;5,E,C,E,G,C,E
Csus2 1,x,1,3,4,1,1,1;2;5,x,C,G,C,D,G
Csus2 2,x,2,x,0,3,4,1;2;5,x,C,x,G,D,G
Csus2 3,x,2,0,0,3,4,1;2;5,x,C,D,G,D,G
Csus4 1,x,3,4,0,1,x,1;4;5,x,C,F,G,C,x
Csus4 2,x,1,2,3,4,1,1;4;5,x,C,G,C,F,G
Csus4 3,1,1,3,4,1,1,1;4;5,C,F,C,F,G,C
C#5 1,x,1,3,x,x,x,1;5,x,C#,G#,x,x,x
C#5 2,x,1,3,4,x,x,1;5,x,C#,G#,C#,x,x
C#5 3,1,1,3,x,x,x,1;5,G#,C#,G#,x,x,x
C#5 4,1,3,4,x,x,x,1;5,C#,G#,C#,x,x,x
C#5 5,x,x,1,3,4,x,1;5,x,x,C#,G#,C#,x
C#6 1,x,4,2,3,1,x,1;3;5;6,x,C#,E#,A#,C#,x
C#6 2,x,1,3,3,3,3,1;3;5;6,x,C#,G#,C#,E#,A#
C#6 3,1,x,3,2,4,1,1;3;5;6,C#,x,C#,E#,A#,C#
C#7 1,x,3,2,4,1,x,1;3;5;b7,x,C#,E#,B,C#,x
C#7 2,x,1,3,1,4,1,1;3;5;b7,x,C#,G#,B,E#,G#
C#7 3,1,3,1,2,4,1,1;3;5;b7,C#,G#,B,E#,B,C#
C#7 4,x,x,2,3,1,4,1;3;5;b7,x,x,E#,B,C#,G#
C#7 5,x,2,1,3,0,4,1;3;5;b7,x,C#,E#,B,B,G#
C#7 6,2,x,3,4,1,x,1;3;5;b7,G#,x,E#,B,C#,x
C#7 7,1,3,1,2,1,1,1;3;5;b7,C#,G#,B,E#,G#,C#
C#7 8,x,2,1,3,x,x,1;3;5;b7,x,C#,E#,B,x,x
C#7 9,1,x,1,2,x,x,1;3;5;b7,C#,x,B,E#,x,x
C#7 10,x,x,1,1,1,2,1;3;5;b7,x,x,G#,C#,E#,B
C#7 11,x,x,1,3,2,4,1;3;5;b7,x,x,C#,G#,B,E#
C#9 1,x,2,1,3,4,x,1;3;5;b7;9,x,C#,E#,B,D#,x
C#9 2,x,1,3,2,4,x,1;3;5;b7;9,x,E#,B,D#,G#,x
C#9 3,x,x,2,1,3,4,1;3;5;b7;9,x,x,B,D#,G#,C#
C#9 4,x,2,1,3,3,3,1;3;5;b7;9,x,C#,E#,B,D#,G#
C#9 5,x,x,3,2,1,4,1;3;5;b7;9,x,x,B,D#,E#,C#
C#11 1,x,1,1,1,1,1,1;3;5;b7;9;11,x,C#,F#,B,D#,G#
C#11 2,4,x,3,2,1,1,1;3;5;b7;9;11,C#,x,B,D#,F#,B
C#11 3,x,x,1,1,2,1,1;3;5;b7;9;11,x,x,C#,F#,B,D#
C#13 1,x,2,1,3,3,4,1;3;5;b7;9;11;13,x,C#,E#,B,D#,A#
C#13 2,3,x,4,2,1,1,1;3;5;b7;9;11;13,C#,x,B,D#,E#,A#
C#13 3,1,x,1,2,3,4,1;3;5;b7;9;11;13,C#,x,B,E#,A#,D#
C#43991 1,x,2,1,1,3,4,1;3;5;6;9,x,C#,E#,A#,D#,G#
C#43991 2,2,1,1,1,3,4,1;3;5;6;9,C#,E#,A#,D#,G#,C#
C#43991 3,x,x,2,1,3,4,1;3;5;6;9,x,x,C#,E#,A#,D#
C#7(#5) 1,x,1,2,1,1,x,1;3;#5;b7,x,B,E#,G##,C#,x
C#7(#5) 2,x,1,4,1,3,2,1;3;#5;b7,x,C#,G##,B,E#,G##
C#7(#5) 3,1,x,1,2,3,1,1;3;#5;b7,C#,x,B,E#,G##,C#
C#7(#9) 1,x,2,1,3,4,x,1;3;5;b7;#9,x,C#,E#,B,D##,x
C#7(#9) 2,2,1,3,3,3,x,1;3;5;b7;#9,C#,E#,B,D##,G#,x
C#7(#9) 3,1,3,1,2,1,4,1;3;5;b7;#9,C#,G#,B,E#,G#,D##
C#7(b9) 1,x,2,1,3,1,x,1;3;5;b7;b9,x,C#,E#,B,D,x
C#7(b9) 2,3,2,4,1,x,x,1;3;5;b7;b9,C#,E#,B,D,x,x
C#7(b9) 3,1,x,1,2,1,3,1;3;5;b7;b9,C#,x,B,E#,G#,D
C#7b5 1,x,1,2,1,3,x,1;3;b5;b7,x,C#,G,B,E#,x
C#7b5 2,x,x,2,4,1,3,1;3;b5;b7,x,x,B,E#,G,C#
C#7b5 3,1,3,2,4,x,x,1;3;b5;b7,C#,G,B,E#,x,x
C#7sus4 1,x,2,3,4,1,x,1;4;5;b7,x,C#,F#,B,C#,x
C#7sus4 2,x,1,3,1,4,1,1;4;5;b7,x,C#,G#,B,F#,G#
C#7sus4 3,1,3,1,4,1,1,1;4;5;b7,C#,G#,B,F#,G#,C#
C#7sus4 4,1,x,1,4,x,x,1;4;5;b7,C#,x,B,F#,x,x
C#9(#11) 1,x,2,1,3,4,1,1;3;5;b7;9;#11,x,C#,E#,B,D#,F##
C#9b5 1,1,2,1,3,4,1,1;3;b5;b7;9,G,C#,E#,B,D#,G
C#9b5 2,2,1,3,1,1,4,1;3;b5;b7;9,C#,E#,B,D#,G,C#
C#9b5 3,x,x,1,2,3,1,1;3;b5;b7;9,x,x,C#,G,B,D#
C#aug 1,x,3,2,1,1,x,1;3;#5,x,C#,E#,G##,C#,x
C#aug 2,4,3,2,1,x,x,1;3;#5,G##,C#,E#,G##,x,x
C#aug 3,x,x,4,2,3,1,1;3;#5,x,x,C#,E#,G##,C#
C#dim 1,x,1,2,4,3,x,1;b3;b5,x,C#,G,C#,E,x
C#dim 2,x,x,4,3,1,2,1;b3;b5,x,x,C#,E,G,C#
C#dim 3,1,2,3,1,x,x,1;b3;b5,C#,G,C#,E,x,x
C#dim 4,x,2,x,0,x,1,1;b3;b5,x,C#,x,G,x,G
C#dim 5,x,3,1,x,x,x,1;b3;b5,x,C#,E,x,x,x
C#dim7 1,2,4,1,3,x,x,1;b3;b5;bb7,G,C#,E,Bb,x,x
C#dim7 2,x,2,3,1,4,x,1;b3;b5;bb7,x,E,Bb,C#,G,x
C#dim7 3,x,x,1,3,2,4,1;b3;b5;bb7,x,x,C#,G,Bb,E
C#dim7 4,x,2,3,1,4,x,1;b3;b5;bb7,x,C#,G,Bb,E,x
C#dim7 5,x,x,1,3,2,4,1;b3;b5;bb7,x,x,G,C#,E,Bb
C#dim7 6,x,x,1,3,2,4,1;b3;b5;bb7,x,x,Bb,E,G,C#
C#dim7 7,2,x,1,3,x,x,1;b3;b5;bb7,C#,x,Bb,E,x,x
C#dim7 8,x,x,1,3,2,4,1;b3;b5;bb7,x,x,E,Bb,C#,G
C#dim7 9,3,x,1,4,2,x,1;b3;b5;bb7,G,x,E,Bb,C#,x
C#dim7 10,x,3,1,2,x,x,1;b3;b5;bb7,x,C#,E,Bb,x,x
C#dim7 11,x,2,3,1,4,1,1;b3;b5;bb7,x,C#,G,Bb,E,G
C#m 1,x,1,3,4,2,1,1;b3;5,x,C#,G#,C#,E,G#
C#m 2,1,3,4,1,1,1,1;b3;5,C#,G#,C#,E,G#,C#
C#m 3,x,x,1,3,4,2,1;b3;5,x,x,C#,G#,C#,E
C#m 4,x,1,3,4,2,x,1;b3;5,x,C#,G#,C#,E,x
C#m 5,x,3,4,1,1,x,1;b3;5,x,G#,C#,E,G#,x
C#m 6,x,3,1,x,x,x,1;b3;5,x,C#,E,x,x,x
C#m 7,3,1,x,x,x,x,1;b3;5,C#,E,x,x,x,x
C#m 8,x,x,3,1,1,1,1;b3;5,x,x,C#,E,G#,C#
C#m11 1,x,1,1,1,2,1,1;b3;5;b7;9;11,x,C#,F#,B,E,G#
C#m11 2,2,x,3,4,1,x,1;b3;5;b7;9;11,C#,x,B,E,F#,x
C#m11 3,0,1,1,1,2,1,1;b3;5;b7;9;11,E,C#,F#,B,E,G#
C#m11 4,x,1,1,1,2,x,1;b3;5;b7;9;11,x,C#,F#,B,E,x
C#m11 5,x,2,1,3,1,1,1;b3;5;b7;9;11,x,C#,E,B,C#,F#
C#m11 6,x,2,1,3,4,1,1;b3;5;b7;9;11,x,C#,E,B,D#,F#
C#m11 7,2,x,3,4,1,1,1;b3;5;b7;9;11,C#,x,B,E,F#,B
C#m6 1,x,3,1,2,1,x,1;b3;5;6,x,C#,E,A#,C#,x
C#m6 2,x,1,x,3,2,4,1;b3;5;6,x,C#,x,C#,E,A#
C#m6 3,1,x,3,1,4,1,1;b3;5;6,C#,x,C#,E,A#,C#
C#m6 4,3,1,2,x,x,x,1;b3;5;6,C#,E,A#,x,x,x
C#m7 1,x,3,1,4,1,x,1;b3;5;b7,x,C#,E,B,C#,x
C#m7 2,x,1,3,1,2,1,1;b3;5;b7,x,C#,G#,B,E,G#
C#m7 3,1,3,1,1,4,1,1;b3;5;b7,C#,G#,B,E,B,C#
C#m7 4,1,3,1,1,1,1,1;b3;5;b7,C#,G#,B,E,G#,C#
C#m7 5,2,x,3,3,x,x,1;b3;5;b7,C#,x,B,E,x,x
C#m7 6,x,2,1,3,x,x,1;b3;5;b7,x,C#,E,B,x,x
C#m7 7,2,x,3,3,3,x,1;b3;5;b7,C#,x,B,E,G#,x
C#m7 8,x,1,x,2,4,3,1;b3;5;b7,x,C#,x,B,E,G#
C#m7 9,2,1,3,4,0,0,1;b3;5;b7,C#,E,B,E,B,E
C#m7 10,x,2,1,3,4,x,1;b3;5;b7,x,C#,E,B,E,x
C#m7 11,x,1,3,1,2,x,1;b3;5;b7,x,C#,G#,B,E,x
C#m7 12,x,1,3,4,0,0,1;b3;5;b7,x,C#,G#,C#,B,E
C#m7 13,x,1,x,1,2,4,1;b3;5;b7,x,C#,x,B,E,B
C#m7 14,x,1,x,2,3,x,1;b3;5;b7,x,C#,x,B,E,x
C#m7 15,1,1,3,4,0,0,1;b3;5;b7,G#,C#,G#,C#,B,E
C#m7 16,x,3,x,x,0,0,1;b3;5;b7,x,C#,x,x,B,E
C#m7 17,1,x,1,1,1,1,1;b3;5;b7,C#,x,B,E,G#,C#
C#m7b5 1,x,3,1,0,0,0,1;b3;b5;b7,x,C#,E,G,B,E
C#m7b5 2,x,1,3,2,4,0,1;b3;b5;b7,x,C#,G,B,E,E
C#m7b5 3,2,x,3,4,1,x,1;b3;b5;b7,C#,x,B,E,G,x
C#m7b5 4,x,1,3,2,4,x,1;b3;b5;b7,x,C#,G,B,E,x
C#m7b5 5,x,x,1,3,3,3,1;b3;b5;b7,x,x,C#,G,B,E
C#m7b5 6,x,1,3,2,4,x,1;b3;b5;b7,x,C#,G,B,E,x
C#m9 1,x,2,1,3,4,x,1;b3;5;b7;9,x,C#,E,B,D#,x
C#m9 2,3,1,4,2,x,x,1;b3;5;b7;9,C#,E,B,D#,x,x
C#m9 3,1,3,1,1,1,4,1;b3;5;b7;9,C#,G#,B,E,G#,D#
C#m9 4,x,x,1,1,1,4,1;b3;5;b7;9,x,x,B,E,G#,D#
C#m9 5,2,x,1,3,4,x,1;b3;5;b7;9,G#,x,E,B,D#,x
C#m9 6,1,x,1,1,1,4,1;b3;5;b7;9,C#,x,B,E,G#,D#
C#maj 1,x,4,3,1,2,1,1;3;5,x,C#,E#,G#,C#,E#
C#maj 2,x,1,3,3,3,x,1;3;5,x,C#,G#,C#,E#,x
C#maj 3,1,3,4,2,1,1,1;3;5,C#,G#,C#,E#,G#,C#
C#maj 4,x,x,3,3,3,x,1;3;5,x,x,G#,C#,E#,x
C#maj 5,x,1,2,3,4,1,1;3;5,x,C#,G#,C#,E#,G#
C#maj7 1,x,4,3,1,1,1,1;3;5;7,x,C#,E#,G#,B#,E#
C#maj7 2,x,1,3,2,4,1,1;3;5;7,x,C#,G#,B#,E#,G#
C#maj7 3,x,x,4,3,2,1,1;3;5;7,x,x,C#,E#,G#,B#
C#maj9 1,x,2,1,4,3,x,1;3;5;7;9,x,C#,E#,B#,D#,x
C#maj9 2,2,1,3,1,x,x,1;3;5;7;9,C#,E#,B#,D#,x,x
C#maj9 3,x,x,4,1,2,1,1;3;5;7;9,x,x,C#,D#,G#,B#
C#sus4 1,x,1,2,3,4,1,1;4;5,x,C#,G#,C#,F#,G#
C#sus4 2,x,x,1,1,2,4,1;4;5,x,x,G#,C#,F#,C#
C#sus4 3,1,1,3,4,1,1,1;4;5,C#,F#,C#,F#,G#,C#
Cb7 1,1,x,2,3,x,x,1;3;5;b7,Cb,x,Bbb,Eb,x,x
D5 1,x,1,3,x,x,x,1;5,x,D,A,x,x,x
D5 2,1,3,x,x,x,x,1;5,D,A,x,x,x,x
D5 3,x,1,3,4,x,x,1;5,x,D,A,D,x,x
D5 4,x,x,0,1,3,x,1;5,x,x,D,A,D,x
D5 5,x,x,x,x,1,3,1;5,x,x,x,x,D,A
D5 6,1,3,4,x,x,x,1;5,D,A,D,x,x,x
D5 7,x,x,3,4,x,x,1;5,x,x,A,D,x,x
D5 8,x,x,0,1,3,4,1;5,x,x,D,A,D,A
D5 9,x,4,x,1,2,x,1;5,x,D,x,A,D,x
D5 10,x,x,0,1,x,x,1;5,x,x,D,A,x,x
D5 11,x,0,0,1,3,x,1;5,x,A,D,A,D,x
D6 1,x,0,0,1,0,2,1;3;5;6,x,A,D,A,B,F#
D6 2,x,1,3,3,3,3,1;3;5;6,x,D,A,D,F#,B
D6 3,1,x,3,2,4,1,1;3;5;6,D,x,D,F#,B,D
D6 4,x,x,0,2,0,3,1;3;5;6,x,x,D,A,B,F#
D6 5,x,x,3,2,4,1,1;3;5;6,x,x,D,F#,B,D
D6 6,x,4,2,3,1,x,1;3;5;6,x,D,F#,B,D,x
D6 7,x,x,0,3,x,x,1;3;5;6,x,x,D,B,x,x
D6 8,x,x,x,2,3,4,1;3;5;6,x,x,x,D,F#,B
D6 9,x,1,4,x,x,x,1;3;5;6,x,D,B,x,x,x
D6 10,x,x,3,3,3,3,1;3;5;6,x,x,A,D,F#,B
D7 1,x,0,0,2,1,3,1;3;5;b7,x,A,D,A,C,F#
D7 2,x,1,3,1,4,1,1;3;5;b7,x,D,A,C,F#,A
D7 3,1,3,1,2,4,1,1;3;5;b7,D,A,C,F#,C,D
D7 4,x,x,0,2,1,3,1;3;5;b7,x,x,D,A,C,F#
D7 5,x,4,0,1,3,2,1;3;5;b7,x,C,D,A,D,F#
D7 6,x,3,2,4,1,x,1;3;5;b7,x,D,F#,C,D,x
D7 7,x,2,1,3,x,x,1;3;5;b7,x,D,F#,C,x,x
D7 8,x,x,1,1,1,3,1;3;5;b7,x,x,A,D,F#,C
D7 9,x,x,3,2,4,1,1;3;5;b7,x,x,D,F#,C,D
D7 10,1,x,2,3,x,x,1;3;5;b7,D,x,C,F#,x,x
D7 11,x,x,2,3,1,4,1;3;5;b7,x,x,F#,C,D,A
D7 12,1,x,2,4,3,x,1;3;5;b7,D,x,C,F#,A,x
D7 13,x,x,2,3,1,4,1;3;5;b7,x,x,F#,C,D,A
D7 14,x,x,1,3,2,4,1;3;5;b7,x,x,D,A,C,F#
D7 15,2,x,1,1,1,x,1;3;5;b7,C,x,A,D,F#,x
D7 16,x,0,4,1,1,x,1;3;5;b7,x,A,C,D,F#,x
D9 1,x,0,x,2,1,0,1;3;5;b7;9,x,A,x,A,C,E
D9 2,x,2,1,3,4,x,1;3;5;b7;9,x,D,F#,C,E,x
D9 3,x,1,3,2,4,0,1;3;5;b7;9,x,F#,C,E,A,E
D9 4,2,x,0,3,1,0,1;3;5;b7;9,F#,x,D,A,C,E
D9 5,x,2,1,3,3,3,1;3;5;b7;9,x,D,F#,C,E,A
D9 6,x,2,x,1,3,0,1;3;5;b7;9,x,C,x,A,D,E
D9 7,x,1,3,1,1,1,1;3;5;b7;9,x,D,A,C,E,A
D9 8,x,x,1,3,2,1,1;3;5;b7;9,x,x,D,A,C,E
D9 9,x,1,3,2,4,x,1;3;5;b7;9,x,F#,C,E,A,x
D9 10,2,x,1,3,3,3,1;3;5;b7;9,A,x,F#,C,E,A
D11 1,x,0,0,0,1,0,1;3;5;b7;9;11,x,A,D,G,C,E
D11 2,x,1,1,1,1,1,1;3;5;b7;9;11,x,D,G,C,E,A
D11 3,4,x,3,2,1,1,1;3;5;b7;9;11,D,x,C,E,G,C
D13 1,x,2,1,3,3,4,1;3;5;b7;9;11;13,x,D,F#,C,E,B
D13 2,3,x,4,2,1,1,1;3;5;b7;9;11;13,D,x,C,E,F#,B
D13 3,1,x,1,2,3,4,1;3;5;b7;9;11;13,D,x,C,F#,B,E
D13 4,1,x,2,3,4,x,1;3;5;b7;9;11;13,D,x,C,F#,B,x
D13 5,x,1,3,1,1,4,1;3;5;b7;9;11;13,x,D,A,C,E,B
D13 6,x,2,1,3,0,4,1;3;5;b7;9;11;13,x,D,F#,C,B,A
D13 7,x,x,1,2,3,1,1;3;5;b7;9;11;13,x,x,C,F#,B,D
D13 8,x,1,3,3,2,x,1;3;5;b7;9;11;13,x,C,F#,B,D,x
D13 9,x,x,1,3,3,4,1;3;5;b7;9;11;13,x,x,F#,C,E,B
D13 10,x,1,x,2,4,4,1;3;5;b7;9;11;13,x,D,x,C,F#,B
D13 11,x,0,1,2,2,4,1;3;5;b7;9;11;13,x,A,F#,C,E,B
D13 12,1,3,1,2,4,1,1;3;5;b7;9;11;13,D,A,C,F#,B,D
D13 13,x,x,1,2,3,4,1;3;5;b7;9;11;13,x,x,C,F#,B,E
D43991 1,x,2,1,1,3,4,1;3;5;6;9,x,D,F#,B,E,A
D43991 2,2,1,1,1,3,4,1;3;5;6;9,D,F#,B,E,A,D
D43991 3,x,x,2,1,3,4,1;3;5;6;9,x,x,D,F#,B,E
D43991 4,1,3,4,2,0,0,1;3;5;6;9,D,A,D,F#,B,E
D43991 5,x,1,3,4,0,0,1;3;5;6;9,x,D,A,D,B,E
D43991 6,x,1,x,2,3,0,1;3;5;6;9,x,B,x,A,D,E
D43991 7,x,x,0,2,0,0,1;3;5;6;9,x,x,D,A,B,E
D43991 8,x,2,3,1,0,0,1;3;5;6;9,x,A,D,F#,B,E
D43991 9,2,x,0,3,0,0,1;3;5;6;9,F#,x,D,A,B,E
D13(b9) 1,x,2,1,3,1,4,1;3;5;b7;b9;11;13,x,D,F#,C,Eb,B
D13(b9) 2,3,x,4,2,1,1,1;3;5;b7;b9;11;13,D,x,C,Eb,F#,B
D7(#11) 1,x,1,3,1,x,x,1;3;5;b7;#11,x,D,G#,C,x,x
D7(#11) 2,x,x,x,1,3,2,1;3;5;b7;#11,x,x,x,D,G#,C
D7(#11) 3,2,x,3,4,1,x,1;3;5;b7;#11,D,x,C,F#,G#,x
D7(#5) 1,x,1,2,1,1,x,1;3;#5;b7,x,C,F#,A#,D,x
D7(#5) 2,x,1,4,1,3,2,1;3;#5;b7,x,D,A#,C,F#,A#
D7(#5) 3,1,x,1,2,3,1,1;3;#5;b7,D,x,C,F#,A#,D
D7(#5) 4,x,x,1,2,3,1,1;3;#5;b7,x,x,C,F#,A#,D
D7(#5) 5,1,x,2,3,4,x,1;3;#5;b7,D,x,C,F#,A#,x
D7(#9) 1,x,2,1,3,4,x,1;3;5;b7;#9,x,D,F#,C,E#,x
D7(#9) 2,2,1,3,3,3,x,1;3;5;b7;#9,D,F#,C,E#,A,x
D7(#9) 3,1,3,1,2,1,4,1;3;5;b7;#9,D,A,C,F#,A,E#
D7(b9) 1,x,2,1,3,1,x,1;3;5;b7;b9,x,D,F#,C,Eb,x
D7(b9) 2,3,2,4,1,x,x,1;3;5;b7;b9,D,F#,C,Eb,x,x
D7(b9) 3,1,x,1,2,1,3,1;3;5;b7;b9,D,x,C,F#,A,Eb
D7(b9) 4,x,2,3,1,4,x,1;3;5;b7;b9,x,F#,C,Eb,A,x
D7(b9) 5,x,2,1,3,1,4,1;3;5;b7;b9,x,D,F#,C,Eb,A
D7(b9) 6,2,x,1,3,1,x,1;3;5;b7;b9,A,x,F#,C,Eb,x
D7(b9) 7,x,x,1,3,2,4,1;3;5;b7;b9,x,x,C,F#,A,Eb
D7(b9) 8,x,x,1,3,2,4,1;3;5;b7;b9,x,x,Eb,A,C,F#
D7(b9) 9,x,x,1,3,2,4,1;3;5;b7;b9,x,x,A,Eb,F#,C
D7(b9) 10,x,x,1,3,2,4,1;3;5;b7;b9,x,x,Eb,A,C,F#
D7(b9) 11,x,x,1,3,2,4,1;3;5;b7;b9,x,x,F#,C,Eb,A
D7b5 1,x,1,2,1,3,x,1;3;b5;b7,x,D,Ab,C,F#,x
D7b5 2,x,x,2,4,1,3,1;3;b5;b7,x,x,C,F#,Ab,D
D7b5 3,1,3,2,4,x,x,1;3;b5;b7,D,Ab,C,F#,x,x
D7sus4 1,x,0,0,2,1,3,1;4;5;b7,x,A,D,A,C,G
D7sus4 2,x,1,3,1,4,1,1;4;5;b7,x,D,A,C,G,A
D7sus4 3,1,3,1,4,1,1,1;4;5;b7,D,A,C,G,A,D
D9(#5) 1,x,1,2,1,1,x,1;3;#5;b7;9,x,C,F#,A#,D,x
D9(#5) 2,x,x,1,3,3,4,1;3;#5;b7;9,x,x,F#,C,E,A#
D9b5 1,x,x,0,1,2,0,1;3;b5;b7;9,x,x,D,Ab,C,E
D9b5 2,1,2,1,3,4,1,1;3;b5;b7;9,Ab,D,F#,C,E,Ab
D9b5 3,2,1,3,1,1,4,1;3;b5;b7;9,D,F#,C,E,Ab,D
Daug 1,x,3,2,1,1,x,1;3;#5,x,D,F#,A#,D,x
Daug 2,4,3,2,1,x,x,1;3;#5,A#,D,F#,A#,x,x
Daug 3,x,x,4,2,3,1,1;3;#5,x,x,D,F#,A#,D
Daug 4,x,x,0,3,4,2,1;3;#5,x,x,D,A#,D,F#
Ddim 1,x,1,2,4,3,x,1;b3;b5,x,D,Ab,D,F,x
Ddim 2,x,x,4,3,1,2,1;b3;b5,x,x,D,F,Ab,D
Ddim 3,1,2,3,1,x,x,1;b3;b5,D,Ab,D,F,x,x
Ddim 4,x,x,3,1,4,x,1;b3;b5,x,x,F,Ab,D,x
Ddim 5,x,3,1,2,1,x,1;b3;b5,x,F,Ab,D,F,x
Ddim7 1,2,4,1,3,x,x,1;b3;b5;bb7,Ab,D,F,Cb,x,x
Ddim7 2,x,2,3,1,4,x,1;b3;b5;bb7,x,F,Cb,D,Ab,x
Ddim7 3,x,x,1,3,2,4,1;b3;b5;bb7,x,x,Cb,F,Ab,D
Ddim7 4,x,x,1,3,2,4,1;b3;b5;bb7,x,x,Ab,D,F,Cb
Ddim7 5,2,x,1,3,1,x,1;b3;b5;bb7,D,x,Cb,F,Ab,x
Ddim7 6,x,2,3,1,4,x,1;b3;b5;bb7,x,D,Ab,Cb,F,x
Dm 1,x,x,0,2,3,1,1;b3;5,x,x,D,A,D,F
Dm 2,x,1,3,4,2,1,1;b3;5,x,D,A,D,F,A
Dm 3,1,3,4,1,1,1,1;b3;5,D,A,D,F,A,D
Dm 4,x,x,0,2,3,1,1;b3;5,x,x,D,A,D,F
