Chord,E,A,D,G,B,E2,Structure,Note1,Note2,Note3,Note4,Note5,Note6
Cm7b5 4,x,x,1,2,2,2,1;b3;b5;b7,C,Gb,Bb,Eb,x,x
Cm7b5 5,x,2,x,3,4,1,1;b3;b5;b7,C,Bb,Eb,Gb,x,x
Cm9 1,x,2,1,3,4,x,1;b3;5;b7;9,C,Eb,Bb,D,x,x
Cm9 2,3,1,4,2,x,x,1;b3;5;b7;9,C,Eb,Bb,D,x,x
Cm9 3,1,3,1,1,1,4,1;b3;5;b7;9,C,G,Bb,Eb,G,D
Cm9 4,x,x,2,1,4,3,1;b3;5;b7;9,C,Eb,Bb,D,x,x
Cmaj 1,x,1,3,3,3,x,1;3;5,C,G,C,E,x,x
Cmaj 2,1,3,4,2,1,1,1;3;5,C,G,C,E,G,C
Cmaj 3,x,3,2,0,1,0,1;3;5,C,E,G,C,E,x
Cmaj 4,x,x,x,0,1,0,1;3;5,G,C,E,x,x,x
Cmaj 5,x,1,3,3,3,1,1;3;5,C,G,C,E,G,x
Cmaj 6,x,1,2,3,4,0,1;3;5,C,G,C,E,E,x
Cmaj 7,3,4,2,0,1,0,1;3;5,G,C,E,G,C,E
Cmaj 8,2,x,x,3,x,x,1;3;5,C,E,x,x,x,x
Cmaj 9,x,3,2,0,1,x,1;3;5,C,E,G,C,x,x
Cmaj 10,x,x,1,1,1,4,1;3;5,G,C,E,C,x,x
Cmaj 11,x,x,x,3,4,1,1;3;5,C,E,G,x,x,x
Cmaj 12,x,x,1,1,1,x,1;3;5,G,C,E,x,x,x
Cmaj 13,x,2,1,x,x,x,1;3;5,C,E,x,x,x,x
Cmaj 14,x,x,3,2,1,1,1;3;5,C,E,G,C,x,x
Cmaj 15,x,3,2,0,1,4,1;3;5,C,E,G,C,G,x
Cmaj 16,x,1,x,0,4,x,1;3;5,C,G,E,x,x,x
Cmaj 17,3,x,2,0,1,0,1;3;5,G,E,G,C,E,x
Cmaj13 1,1,x,2,3,4,x,1;3;5;7;9;11;13,C,B,E,A,x,x
Cmaj13 2,1,x,2,3,4,4,1;3;5;7;9;11;13,C,B,E,A,D,x
Cmaj13 3,x,1,3,2,1,4,1;3;5;7;9;11;13,C,G,B,D,A,x
Cmaj13 4,x,1,4,2,1,x,1;3;5;7;9;11;13,C,A,B,D,x,x
Cmaj13 5,x,1,x,2,3,4,1;3;5;7;9;11;13,C,B,E,A,x,x
Cmaj13 6,1,1,3,2,1,4,1;3;5;7;9;11;13,G,C,G,B,D,A
Cmaj7 1,x,3,2,0,0,0,1;3;5;7,C,E,G,B,E,x
Cmaj7 2,x,1,3,2,4,1,1;3;5;7,C,G,B,E,G,x
Cmaj7 3,x,x,4,3,2,1,1;3;5;7,C,E,G,B,x,x
Cmaj7 4,x,1,3,2,4,x,1;3;5;7,C,G,B,E,x,x
Cmaj7 5,1,x,3,4,2,x,1;3;5;7,C,B,E,G,x,x
Cmaj7 6,3,4,2,0,0,0,1;3;5;7,G,C,E,G,B,E
Cmaj7 7,1,3,4,2,0,0,1;3;5;7,C,G,C,E,B,E
Cmaj7 8,x,1,3,4,0,0,1;3;5;7,C,G,C,B,E,x
Cmaj7 9,1,x,3,4,x,x,1;3;5;7,C,B,E,x,x,x
Cmaj7 10,x,2,1,0,0,3,1;3;5;7,C,E,G,B,G,x
Cmaj7 11,x,2,4,0,0,0,1;3;5;7,C,G,G,B,E,x
Cmaj7 12,x,x,1,1,1,3,1;3;5;7,G,C,E,B,x,x
Cmaj7 13,x,x,2,3,1,1,1;3;5;7,B,E,G,C,x,x
Cmaj7 14,x,x,1,3,3,3,1;3;5;7,C,G,B,E,x,x
Cmaj7 15,x,1,3,2,4,0,1;3;5;7,C,G,B,E,E,x
Cmaj7 16,x,x,2,4,1,3,1;3;5;7,E,B,C,G,x,x
Cmaj7 17,2,x,1,3,4,x,1;3;5;7,E,C,G,B,x,x
Cmaj7 18,x,x,2,4,1,3,1;3;5;7,E,B,C,G,x,x
Cmaj9 1,x,2,1,4,3,x,1;3;5;7;9,C,E,B,D,x,x
Cmaj9 2,2,1,3,1,x,x,1;3;5;7;9,C,E,B,D,x,x
Cmaj9 3,x,x,4,1,2,1,1;3;5;7;9,C,D,G,B,x,x
Cmaj9 4,x,1,4,3,2,0,1;3;5;7;9,C,G,B,D,E,x
Cmaj9 5,x,1,0,3,2,0,1;3;5;7;9,C,D,B,D,E,x
Cmaj9 6,x,3,0,0,0,0,1;3;5;7;9,C,D,G,B,E,x
Cmaj9 7,x,x,1,3,2,2,1;3;5;7;9,E,B,D,G,x,x
Cmaj9 8,x,x,2,3,1,4,1;3;5;7;9,B,E,G,D,x,x
Cmaj9 9,x,2,0,0,1,0,1;3;5;7;9,B,D,G,C,E,x
Cmaj9 10,2,x,4,1,3,x,1;3;5;7;9,C,B,D,G,x,x
Cmaj9 11,x,x,2,1,4,3,1;3;5;7;9,C,E,B,D,x,x
Cmajm 1,0,3,2,0,1,0,1;3;5,E,C,E,G,C,E
Csus2 1,x,1,3,4,1,1,1;2;5,C,G,C,D,G,x
Csus2 2,x,2,x,0,3,4,1;2;5,C,G,D,G,x,x
Csus2 3,x,2,0,0,3,4,1;2;5,C,D,G,D,G,x
Csus4 1,x,3,4,0,1,x,1;4;5,C,F,G,C,x,x
Csus4 2,x,1,2,3,4,1,1;4;5,C,G,C,F,G,x
Csus4 3,1,1,3,4,1,1,1;4;5,C,F,C,F,G,C
C#5 1,x,1,3,x,x,x,1;5,C#,G#,x,x,x,x
C#5 2,x,1,3,4,x,x,1;5,C#,G#,C#,x,x,x
C#5 3,1,1,3,x,x,x,1;5,G#,C#,G#,x,x,x
C#5 4,1,3,4,x,x,x,1;5,C#,G#,C#,x,x,x
C#5 5,x,x,1,3,4,x,1;5,C#,G#,C#,x,x,x
C#6 1,x,4,2,3,1,x,1;3;5;6,C#,E#,A#,C#,x,x
C#6 2,x,1,3,3,3,3,1;3;5;6,C#,G#,C#,E#,A#,x
C#6 3,1,x,3,2,4,1,1;3;5;6,C#,C#,E#,A#,C#,x
C#7 1,x,3,2,4,1,x,1;3;5;b7,C#,E#,B,C#,x,x
C#7 2,x,1,3,1,4,1,1;3;5;b7,C#,G#,B,E#,G#,x
C#7 3,1,3,1,2,4,1,1;3;5;b7,C#,G#,B,E#,B,C#
C#7 4,x,x,2,3,1,4,1;3;5;b7,E#,B,C#,G#,x,x
C#7 5,x,2,1,3,0,4,1;3;5;b7,C#,E#,B,B,G#,x
C#7 6,2,x,3,4,1,x,1;3;5;b7,G#,E#,B,C#,x,x
C#7 7,1,3,1,2,1,1,1;3;5;b7,C#,G#,B,E#,G#,C#
C#7 8,x,2,1,3,x,x,1;3;5;b7,C#,E#,B,x,x,x
C#7 9,1,x,1,2,x,x,1;3;5;b7,C#,B,E#,x,x,x
C#7 10,x,x,1,1,1,2,1;3;5;b7,G#,C#,E#,B,x,x
C#7 11,x,x,1,3,2,4,1;3;5;b7,C#,G#,B,E#,x,x
C#9 1,x,2,1,3,4,x,1;3;5;b7;9,C#,E#,B,D#,x,x
C#9 2,x,1,3,2,4,x,1;3;5;b7;9,E#,B,D#,G#,x,x
C#9 3,x,x,2,1,3,4,1;3;5;b7;9,B,D#,G#,C#,x,x
C#9 4,x,2,1,3,3,3,1;3;5;b7;9,C#,E#,B,D#,G#,x
C#9 5,x,x,3,2,1,4,1;3;5;b7;9,B,D#,E#,C#,x,x
C#11 1,x,1,1,1,1,1,1;3;5;b7;9;11,C#,F#,B,D#,G#,x
C#11 2,4,x,3,2,1,1,1;3;5;b7;9;11,C#,B,D#,F#,B,x
C#11 3,x,x,1,1,2,1,1;3;5;b7;9;11,C#,F#,B,D#,x,x
C#13 1,x,2,1,3,3,4,1;3;5;b7;9;11;13,C#,E#,B,D#,A#,x
C#13 2,3,x,4,2,1,1,1;3;5;b7;9;11;13,C#,B,D#,E#,A#,x
C#13 3,1,x,1,2,3,4,1;3;5;b7;9;11;13,C#,B,E#,A#,D#,x
C#43991 1,x,2,1,1,3,4,1;3;5;6;9,C#,E#,A#,D#,G#,x
C#43991 2,2,1,1,1,3,4,1;3;5;6;9,C#,E#,A#,D#,G#,C#
C#43991 3,x,x,2,1,3,4,1;3;5;6;9,C#,E#,A#,D#,x,x
C#7(#5) 1,x,1,2,1,1,x,1;3;#5;b7,B,E#,G##,C#,x,x
C#7(#5) 2,x,1,4,1,3,2,1;3;#5;b7,C#,G##,B,E#,G##,x
C#7(#5) 3,1,x,1,2,3,1,1;3;#5;b7,C#,B,E#,G##,C#,x
C#7(#9) 1,x,2,1,3,4,x,1;3;5;b7;#9,C#,E#,B,D##,x,x
C#7(#9) 2,2,1,3,3,3,x,1;3;5;b7;#9,C#,E#,B,D##,G#,x
C#7(#9) 3,1,3,1,2,1,4,1;3;5;b7;#9,C#,G#,B,E#,G#,D##
C#7(b9) 1,x,2,1,3,1,x,1;3;5;b7;b9,C#,E#,B,D,x,x
C#7(b9) 2,3,2,4,1,x,x,1;3;5;b7;b9,C#,E#,B,D,x,x
C#7(b9) 3,1,x,1,2,1,3,1;3;5;b7;b9,C#,B,E#,G#,D,x
C#7b5 1,x,1,2,1,3,x,1;3;b5;b7,C#,G,B,E#,x,x
C#7b5 2,x,x,2,4,1,3,1;3;b5;b7,B,E#,G,C#,x,x
C#7b5 3,1,3,2,4,x,x,1;3;b5;b7,C#,G,B,E#,x,x
C#7sus4 1,x,2,3,4,1,x,1;4;5;b7,C#,F#,B,C#,x,x
C#7sus4 2,x,1,3,1,4,1,1;4;5;b7,C#,G#,B,F#,G#,x
C#7sus4 3,1,3,1,4,1,1,1;4;5;b7,C#,G#,B,F#,G#,C#
C#7sus4 4,1,x,1,4,x,x,1;4;5;b7,C#,B,F#,x,x,x
C#9(#11) 1,x,2,1,3,4,1,1;3;5;b7;9;#11,C#,E#,B,D#,F##,x
C#9b5 1,1,2,1,3,4,1,1;3;b5;b7;9,G,C#,E#,B,D#,G
C#9b5 2,2,1,3,1,1,4,1;3;b5;b7;9,C#,E#,B,D#,G,C#
C#9b5 3,x,x,1,2,3,1,1;3;b5;b7;9,C#,G,B,D#,x,x
C#aug 1,x,3,2,1,1,x,1;3;#5,C#,E#,G##,C#,x,x
C#aug 2,4,3,2,1,x,x,1;3;#5,G##,C#,E#,G##,x,x
C#aug 3,x,x,4,2,3,1,1;3;#5,C#,E#,G##,C#,x,x
C#dim 1,x,1,2,4,3,x,1;b3;b5,C#,G,C#,E,x,x
C#dim 2,x,x,4,3,1,2,1;b3;b5,C#,E,G,C#,x,x
C#dim 3,1,2,3,1,x,x,1;b3;b5,C#,G,C#,E,x,x
C#dim 4,x,2,x,0,x,1,1;b3;b5,C#,G,G,x,x,x
C#dim 5,x,3,1,x,x,x,1;b3;b5,C#,E,x,x,x,x
C#dim7 1,2,4,1,3,x,x,1;b3;b5;bb7,G,C#,E,Bb,x,x
C#dim7 2,x,2,3,1,4,x,1;b3;b5;bb7,E,Bb,C#,G,x,x
C#dim7 3,x,x,1,3,2,4,1;b3;b5;bb7,C#,G,Bb,E,x,x
C#dim7 4,x,2,3,1,4,x,1;b3;b5;bb7,C#,G,Bb,E,x,x
C#dim7 5,x,x,1,3,2,4,1;b3;b5;bb7,G,C#,E,Bb,x,x
C#dim7 6,x,x,1,3,2,4,1;b3;b5;bb7,Bb,E,G,C#,x,x
C#dim7 7,2,x,1,3,x,x,1;b3;b5;bb7,C#,Bb,E,x,x,x
C#dim7 8,x,x,1,3,2,4,1;b3;b5;bb7,E,Bb,C#,G,x,x
C#dim7 9,3,x,1,4,2,x,1;b3;b5;bb7,G,E,Bb,C#,x,x
C#dim7 10,x,3,1,2,x,x,1;b3;b5;bb7,C#,E,Bb,x,x,x
C#dim7 11,x,2,3,1,4,1,1;b3;b5;bb7,C#,G,Bb,E,G,x
C#m 1,x,1,3,4,2,1,1;b3;5,C#,G#,C#,E,G#,x
C#m 2,1,3,4,1,1,1,1;b3;5,C#,G#,C#,E,G#,C#
C#m 3,x,x,1,3,4,2,1;b3;5,C#,G#,C#,E,x,x
C#m 4,x,1,3,4,2,x,1;b3;5,C#,G#,C#,E,x,x
C#m 5,x,3,4,1,1,x,1;b3;5,G#,C#,E,G#,x,x
C#m 6,x,3,1,x,x,x,1;b3;5,C#,E,x,x,x,x
C#m 7,3,1,x,x,x,x,1;b3;5,C#,E,x,x,x,x
C#m 8,x,x,3,1,1,1,1;b3;5,C#,E,G#,C#,x,x
C#m11 1,x,1,1,1,2,1,1;b3;5;b7;9;11,C#,F#,B,E,G#,x
C#m11 2,2,x,3,4,1,x,1;b3;5;b7;9;11,C#,B,E,F#,x,x
C#m11 3,0,1,1,1,2,1,1;b3;5;b7;9;11,E,C#,F#,B,E,G#
C#m11 4,x,1,1,1,2,x,1;b3;5;b7;9;11,C#,F#,B,E,x,x
C#m11 5,x,2,1,3,1,1,1;b3;5;b7;9;11,C#,E,B,C#,F#,x
C#m11 6,x,2,1,3,4,1,1;b3;5;b7;9;11,C#,E,B,D#,F#,x
C#m11 7,2,x,3,4,1,1,1;b3;5;b7;9;11,C#,B,E,F#,B,x
C#m6 1,x,3,1,2,1,x,1;b3;5;6,C#,E,A#,C#,x,x
C#m6 2,x,1,x,3,2,4,1;b3;5;6,C#,C#,E,A#,x,x
C#m6 3,1,x,3,1,4,1,1;b3;5;6,C#,C#,E,A#,C#,x
C#m6 4,3,1,2,x,x,x,1;b3;5;6,C#,E,A#,x,x,x
C#m7 1,x,3,1,4,1,x,1;b3;5;b7,C#,E,B,C#,x,x
C#m7 2,x,1,3,1,2,1,1;b3;5;b7,C#,G#,B,E,G#,x
C#m7 3,1,3,1,1,4,1,1;b3;5;b7,C#,G#,B,E,B,C#
C#m7 4,1,3,1,1,1,1,1;b3;5;b7,C#,G#,B,E,G#,C#
C#m7 5,2,x,3,3,x,x,1;b3;5;b7,C#,B,E,x,x,x
C#m7 6,x,2,1,3,x,x,1;b3;5;b7,C#,E,B,x,x,x
C#m7 7,2,x,3,3,3,x,1;b3;5;b7,C#,B,E,G#,x,x
C#m7 8,x,1,x,2,4,3,1;b3;5;b7,C#,B,E,G#,x,x
C#m7 9,2,1,3,4,0,0,1;b3;5;b7,C#,E,B,E,B,E
C#m7 10,x,2,1,3,4,x,1;b3;5;b7,C#,E,B,E,x,x
C#m7 11,x,1,3,1,2,x,1;b3;5;b7,C#,G#,B,E,x,x
C#m7 12,x,1,3,4,0,0,1;b3;5;b7,C#,G#,C#,B,E,x
C#m7 13,x,1,x,1,2,4,1;b3;5;b7,C#,B,E,B,x,x
C#m7 14,x,1,x,2,3,x,1;b3;5;b7,C#,B,E,x,x,x
C#m7 15,1,1,3,4,0,0,1;b3;5;b7,G#,C#,G#,C#,B,E
C#m7 16,x,3,x,x,0,0,1;b3;5;b7,C#,B,E,x,x,x
C#m7 17,1,x,1,1,1,1,1;b3;5;b7,C#,B,E,G#,C#,x
C#m7b5 1,x,3,1,0,0,0,1;b3;b5;b7,C#,E,G,B,E,x
C#m7b5 2,x,1,3,2,4,0,1;b3;b5;b7,C#,G,B,E,E,x
C#m7b5 3,2,x,3,4,1,x,1;b3;b5;b7,C#,B,E,G,x,x
C#m7b5 4,x,1,3,2,4,x,1;b3;b5;b7,C#,G,B,E,x,x
C#m7b5 5,x,x,1,3,3,3,1;b3;b5;b7,C#,G,B,E,x,x
C#m7b5 6,x,1,3,2,4,x,1;b3;b5;b7,C#,G,B,E,x,x
C#m9 1,x,2,1,3,4,x,1;b3;5;b7;9,C#,E,B,D#,x,x
C#m9 2,3,1,4,2,x,x,1;b3;5;b7;9,C#,E,B,D#,x,x
C#m9 3,1,3,1,1,1,4,1;b3;5;b7;9,C#,G#,B,E,G#,D#
C#m9 4,x,x,1,1,1,4,1;b3;5;b7;9,B,E,G#,D#,x,x
C#m9 5,2,x,1,3,4,x,1;b3;5;b7;9,G#,E,B,D#,x,x
C#m9 6,1,x,1,1,1,4,1;b3;5;b7;9,C#,B,E,G#,D#,x
C#maj 1,x,4,3,1,2,1,1;3;5,C#,E#,G#,C#,E#,x
C#maj 2,x,1,3,3,3,x,1;3;5,C#,G#,C#,E#,x,x
C#maj 3,1,3,4,2,1,1,1;3;5,C#,G#,C#,E#,G#,C#
C#maj 4,x,x,3,3,3,x,1;3;5,G#,C#,E#,x,x,x
C#maj 5,x,1,2,3,4,1,1;3;5,C#,G#,C#,E#,G#,x
C#maj7 1,x,4,3,1,1,1,1;3;5;7,C#,E#,G#,B#,E#,x
C#maj7 2,x,1,3,2,4,1,1;3;5;7,C#,G#,B#,E#,G#,x
C#maj7 3,x,x,4,3,2,1,1;3;5;7,C#,E#,G#,B#,x,x
C#maj9 1,x,2,1,4,3,x,1;3;5;7;9,C#,E#,B#,D#,x,x
C#maj9 2,2,1,3,1,x,x,1;3;5;7;9,C#,E#,B#,D#,x,x
C#maj9 3,x,x,4,1,2,1,1;3;5;7;9,C#,D#,G#,B#,x,x
C#sus4 1,x,1,2,3,4,1,1;4;5,C#,G#,C#,F#,G#,x
C#sus4 2,x,x,1,1,2,4,1;4;5,G#,C#,F#,C#,x,x
C#sus4 3,1,1,3,4,1,1,1;4;5,C#,F#,C#,F#,G#,C#
Cb7 1,1,x,2,3,x,x,1;3;5;b7,Cb,Bbb,Eb,x,x,x
D5 1,x,1,3,x,x,x,1;5,D,A,x,x,x,x
D5 2,1,3,x,x,x,x,1;5,D,A,x,x,x,x
D5 3,x,1,3,4,x,x,1;5,D,A,D,x,x,x
D5 4,x,x,0,1,3,x,1;5,D,A,D,x,x,x
D5 5,x,x,x,x,1,3,1;5,D,A,x,x,x,x
D5 6,1,3,4,x,x,x,1;5,D,A,D,x,x,x
D5 7,x,x,3,4,x,x,1;5,A,D,x,x,x,x
D5 8,x,x,0,1,3,4,1;5,D,A,D,A,x,x
D5 9,x,4,x,1,2,x,1;5,D,A,D,x,x,x
D5 10,x,x,0,1,x,x,1;5,D,A,x,x,x,x
D5 11,x,0,0,1,3,x,1;5,A,D,A,D,x,x
D6 1,x,0,0,1,0,2,1;3;5;6,A,D,A,B,F#,x
D6 2,x,1,3,3,3,3,1;3;5;6,D,A,D,F#,B,x
D6 3,1,x,3,2,4,1,1;3;5;6,D,D,F#,B,D,x
D6 4,x,x,0,2,0,3,1;3;5;6,D,A,B,F#,x,x
D6 5,x,x,3,2,4,1,1;3;5;6,D,F#,B,D,x,x
D6 6,x,4,2,3,1,x,1;3;5;6,D,F#,B,D,x,x
D6 7,x,x,0,3,x,x,1;3;5;6,D,B,x,x,x,x
D6 8,x,x,x,2,3,4,1;3;5;6,D,F#,B,x,x,x
D6 9,x,1,4,x,x,x,1;3;5;6,D,B,x,x,x,x
D6 10,x,x,3,3,3,3,1;3;5;6,A,D,F#,B,x,x
D7 1,x,0,0,2,1,3,1;3;5;b7,A,D,A,C,F#,x
D7 2,x,1,3,1,4,1,1;3;5;b7,D,A,C,F#,A,x
D7 3,1,3,1,2,4,1,1;3;5;b7,D,A,C,F#,C,D
D7 4,x,x,0,2,1,3,1;3;5;b7,D,A,C,F#,x,x
D7 5,x,4,0,1,3,2,1;3;5;b7,C,D,A,D,F#,x
D7 6,x,3,2,4,1,x,1;3;5;b7,D,F#,C,D,x,x
D7 7,x,2,1,3,x,x,1;3;5;b7,D,F#,C,x,x,x
D7 8,x,x,1,1,1,3,1;3;5;b7,A,D,F#,C,x,x
D7 9,x,x,3,2,4,1,1;3;5;b7,D,F#,C,D,x,x
D7 10,1,x,2,3,x,x,1;3;5;b7,D,C,F#,x,x,x
D7 11,x,x,2,3,1,4,1;3;5;b7,F#,C,D,A,x,x
D7 12,1,x,2,4,3,x,1;3;5;b7,D,C,F#,A,x,x
D7 13,x,x,2,3,1,4,1;3;5;b7,F#,C,D,A,x,x
D7 14,x,x,1,3,2,4,1;3;5;b7,D,A,C,F#,x,x
D7 15,2,x,1,1,1,x,1;3;5;b7,C,A,D,F#,x,x
D7 16,x,0,4,1,1,x,1;3;5;b7,A,C,D,F#,x,x
D9 1,x,0,x,2,1,0,1;3;5;b7;9,A,A,C,E,x,x
D9 2,x,2,1,3,4,x,1;3;5;b7;9,D,F#,C,E,x,x
D9 3,x,1,3,2,4,0,1;3;5;b7;9,F#,C,E,A,E,x
D9 4,2,x,0,3,1,0,1;3;5;b7;9,F#,D,A,C,E,x
D9 5,x,2,1,3,3,3,1;3;5;b7;9,D,F#,C,E,A,x
D9 6,x,2,x,1,3,0,1;3;5;b7;9,C,A,D,E,x,x
D9 7,x,1,3,1,1,1,1;3;5;b7;9,D,A,C,E,A,x
D9 8,x,x,1,3,2,1,1;3;5;b7;9,D,A,C,E,x,x
D9 9,x,1,3,2,4,x,1;3;5;b7;9,F#,C,E,A,x,x
D9 10,2,x,1,3,3,3,1;3;5;b7;9,A,F#,C,E,A,x
D11 1,x,0,0,0,1,0,1;3;5;b7;9;11,A,D,G,C,E,x
D11 2,x,1,1,1,1,1,1;3;5;b7;9;11,D,G,C,E,A,x
D11 3,4,x,3,2,1,1,1;3;5;b7;9;11,D,C,E,G,C,x
D13 1,x,2,1,3,3,4,1;3;5;b7;9;11;13,D,F#,C,E,B,x
D13 2,3,x,4,2,1,1,1;3;5;b7;9;11;13,D,C,E,F#,B,x
D13 3,1,x,1,2,3,4,1;3;5;b7;9;11;13,D,C,F#,B,E,x
D13 4,1,x,2,3,4,x,1;3;5;b7;9;11;13,D,C,F#,B,x,x
D13 5,x,1,3,1,1,4,1;3;5;b7;9;11;13,D,A,C,E,B,x
D13 6,x,2,1,3,0,4,1;3;5;b7;9;11;13,D,F#,C,B,A,x
D13 7,x,x,1,2,3,1,1;3;5;b7;9;11;13,C,F#,B,D,x,x
D13 8,x,1,3,3,2,x,1;3;5;b7;9;11;13,C,F#,B,D,x,x
D13 9,x,x,1,3,3,4,1;3;5;b7;9;11;13,F#,C,E,B,x,x
D13 10,x,1,x,2,4,4,1;3;5;b7;9;11;13,D,C,F#,B,x,x
D13 11,x,0,1,2,2,4,1;3;5;b7;9;11;13,A,F#,C,E,B,x
D13 12,1,3,1,2,4,1,1;3;5;b7;9;11;13,D,A,C,F#,B,D
D13 13,x,x,1,2,3,4,1;3;5;b7;9;11;13,C,F#,B,E,x,x
D43991 1,x,2,1,1,3,4,1;3;5;6;9,D,F#,B,E,A,x
D43991 2,2,1,1,1,3,4,1;3;5;6;9,D,F#,B,E,A,D
D43991 3,x,x,2,1,3,4,1;3;5;6;9,D,F#,B,E,x,x
D43991 4,1,3,4,2,0,0,1;3;5;6;9,D,A,D,F#,B,E
D43991 5,x,1,3,4,0,0,1;3;5;6;9,D,A,D,B,E,x
D43991 6,x,1,x,2,3,0,1;3;5;6;9,B,A,D,E,x,x
D43991 7,x,x,0,2,0,0,1;3;5;6;9,D,A,B,E,x,x
D43991 8,x,2,3,1,0,0,1;3;5;6;9,A,D,F#,B,E,x
D43991 9,2,x,0,3,0,0,1;3;5;6;9,F#,D,A,B,E,x
D13(b9) 1,x,2,1,3,1,4,1;3;5;b7;b9;11;13,D,F#,C,Eb,B,x
D13(b9) 2,3,x,4,2,1,1,1;3;5;b7;b9;11;13,D,C,Eb,F#,B,x
D7(#11) 1,x,1,3,1,x,x,1;3;5;b7;#11,D,G#,C,x,x,x
D7(#11) 2,x,x,x,1,3,2,1;3;5;b7;#11,D,G#,C,x,x,x
D7(#11) 3,2,x,3,4,1,x,1;3;5;b7;#11,D,C,F#,G#,x,x
D7(#5) 1,x,1,2,1,1,x,1;3;#5;b7,C,F#,A#,D,x,x
D7(#5) 2,x,1,4,1,3,2,1;3;#5;b7,D,A#,C,F#,A#,x
D7(#5) 3,1,x,1,2,3,1,1;3;#5;b7,D,C,F#,A#,D,x
D7(#5) 4,x,x,1,2,3,1,1;3;#5;b7,C,F#,A#,D,x,x
D7(#5) 5,1,x,2,3,4,x,1;3;#5;b7,D,C,F#,A#,x,x
D7(#9) 1,x,2,1,3,4,x,1;3;5;b7;#9,D,F#,C,E#,x,x
D7(#9) 2,2,1,3,3,3,x,1;3;5;b7;#9,D,F#,C,E#,A,x
D7(#9) 3,1,3,1,2,1,4,1;3;5;b7;#9,D,A,C,F#,A,E#
D7(b9) 1,x,2,1,3,1,x,1;3;5;b7;b9,D,F#,C,Eb,x,x
D7(b9) 2,3,2,4,1,x,x,1;3;5;b7;b9,D,F#,C,Eb,x,x
D7(b9) 3,1,x,1,2,1,3,1;3;5;b7;b9,D,C,F#,A,Eb,x
D7(b9) 4,x,2,3,1,4,x,1;3;5;b7;b9,F#,C,Eb,A,x,x
D7(b9) 5,x,2,1,3,1,4,1;3;5;b7;b9,D,F#,C,Eb,A,x
D7(b9) 6,2,x,1,3,1,x,1;3;5;b7;b9,A,F#,C,Eb,x,x
D7(b9) 7,x,x,1,3,2,4,1;3;5;b7;b9,C,F#,A,Eb,x,x
D7(b9) 8,x,x,1,3,2,4,1;3;5;b7;b9,Eb,A,C,F#,x,x
D7(b9) 9,x,x,1,3,2,4,1;3;5;b7;b9,A,Eb,F#,C,x,x
D7(b9) 10,x,x,1,3,2,4,1;3;5;b7;b9,Eb,A,C,F#,x,x
D7(b9) 11,x,x,1,3,2,4,1;3;5;b7;b9,F#,C,Eb,A,x,x
D7b5 1,x,1,2,1,3,x,1;3;b5;b7,D,Ab,C,F#,x,x
D7b5 2,x,x,2,4,1,3,1;3;b5;b7,C,F#,Ab,D,x,x
D7b5 3,1,3,2,4,x,x,1;3;b5;b7,D,Ab,C,F#,x,x
D7sus4 1,x,0,0,2,1,3,1;4;5;b7,A,D,A,C,G,x
D7sus4 2,x,1,3,1,4,1,1;4;5;b7,D,A,C,G,A,x
D7sus4 3,1,3,1,4,1,1,1;4;5;b7,D,A,C,G,A,D
D9(#5) 1,x,1,2,1,1,x,1;3;#5;b7;9,C,F#,A#,D,x,x
D9(#5) 2,x,x,1,3,3,4,1;3;#5;b7;9,F#,C,E,A#,x,x
D9b5 1,x,x,0,1,2,0,1;3;b5;b7;9,D,Ab,C,E,x,x
D9b5 2,1,2,1,3,4,1,1;3;b5;b7;9,Ab,D,F#,C,E,Ab
D9b5 3,2,1,3,1,1,4,1;3;b5;b7;9,D,F#,C,E,Ab,D
Daug 1,x,3,2,1,1,x,1;3;#5,D,F#,A#,D,x,x
Daug 2,4,3,2,1,x,x,1;3;#5,A#,D,F#,A#,x,x
Daug 3,x,x,4,2,3,1,1;3;#5,D,F#,A#,D,x,x
Daug 4,x,x,0,3,4,2,1;3;#5,D,A#,D,F#,x,x
Ddim 1,x,1,2,4,3,x,1;b3;b5,D,Ab,D,F,x,x
Ddim 2,x,x,4,3,1,2,1;b3;b5,D,F,Ab,D,x,x
Ddim 3,1,2,3,1,x,x,1;b3;b5,D,Ab,D,F,x,x
Ddim 4,x,x,3,1,4,x,1;b3;b5,F,Ab,D,x,x,x
Ddim 5,x,3,1,2,1,x,1;b3;b5,F,Ab,D,F,x,x
Ddim7 1,2,4,1,3,x,x,1;b3;b5;bb7,Ab,D,F,Cb,x,x
Ddim7 2,x,2,3,1,4,x,1;b3;b5;bb7,F,Cb,D,Ab,x,x
Ddim7 3,x,x,1,3,2,4,1;b3;b5;bb7,Cb,F,Ab,D,x,x
Ddim7 4,x,x,1,3,2,4,1;b3;b5;bb7,Ab,D,F,Cb,x,x
Ddim7 5,2,x,1,3,1,x,1;b3;b5;bb7,D,Cb,F,Ab,x,x
Ddim7 6,x,2,3,1,4,x,1;b3;b5;bb7,D,Ab,Cb,F,x,x
Dm 1,x,x,0,2,3,1,1;b3;5,D,A,D,F,x,x
Dm 2,x,1,3,4,2,1,1;b3;5,D,A,D,F,A,x
Dm 3,1,3,4,1,1,1,1;b3;5,D,A,D,F,A,D
Dm 4,x,x,0,2,3,1,1;b3;5,D,A,D,F,x,x
