Root,Type,Type 2,E,A,D,G,B,E-2,Structure,Note1,Note2,Note3,Note4,Note5,Note6
Db,m9,,x,1,x,1,1,x,1;b3;5;b7;9,Db,Cb,Eb,,,
Db,sus4,,x,1,2,3,4,1,1;4;5,Db,Ab,Db,Gb,Ab,
Db,sus4,,x,x,1,1,2,4,1;4;5,Ab,Db,Gb,Db,,
Db,sus4,,1,1,3,4,1,1,1;4;5,Db,Gb,Db,Gb,Ab,Db
Db,9-Jun,,x,2,1,1,3,4,1;3;5;6;9,Db,F,Bb,Eb,Ab,
Db,9-Jun,,2,1,1,1,3,4,1;3;5;6;9,Db,F,Bb,Eb,Ab,Db
Db,9-Jun,,x,x,2,1,3,4,1;3;5;6;9,Db,F,Bb,Eb,,
Eb,9(#5),,x,1,2,1,4,x,1;3;#5;b7;9,Db,G,B,F,,
Eb,13,,x,2,1,3,3,4,1;3;5;b7;9;11;13,Eb,G,Db,F,C,
Eb,13,,3,x,4,2,1,1,1;3;5;b7;9;11;13,Eb,Db,F,G,C,
Eb,13,,1,x,1,2,3,4,1;3;5;b7;9;11;13,Eb,Db,G,C,F,
Eb,7(#9),,x,x,1,0,3,4,1;3;5;b7;#9,Eb,G,Db,F#,,
Eb,7(#9),,x,2,1,3,4,x,1;3;5;b7;#9,Eb,G,Db,F#,,
Eb,7(#9),,1,3,1,2,1,4,1;3;5;b7;#9,Eb,Bb,Db,G,Bb,F#
Eb,+(#11),,x,2,x,0,0,1,1;3;#5;#11,Eb,G,B,A,,
Eb,+(#11),,x,1,x,0,0,4,1;3;#5;#11,Eb,G,B,B,,
Eb,9,,x,2,1,3,4,x,1;3;5;b7;9,Eb,G,Db,F,,
Eb,9,,x,1,3,2,4,x,1;3;5;b7;9,G,Db,F,Bb,,
Eb,9,,x,x,2,1,3,4,1;3;5;b7;9,Db,F,Bb,Eb,,
Eb,9,,x,2,1,3,3,3,1;3;5;b7;9,Eb,G,Db,F,Bb,
Eb,9,,2,x,1,3,3,3,1;3;5;b7;9,Bb,G,Db,F,Bb,
Eb,9,,2,x,1,3,4,x,1;3;5;b7;9,Bb,G,Db,F,,
Eb,9,,x,x,3,2,1,4,1;3;5;b7;9,Db,F,G,Eb,,
Eb,9,,x,1,3,2,4,4,1;3;5;b7;9,G,Db,F,Bb,Eb,
Eb,9,,x,1,3,1,1,x,1;3;5;b7;9,Eb,Bb,Db,F,,
Eb,9b5,,x,x,1,2,3,1,1;3;b5;b7;9,Eb,Bbb,Db,F,,
Eb,9b5,,1,2,1,3,4,1,1;3;b5;b7;9,Bbb,Eb,G,Db,F,Bbb
Eb,9b5,,2,1,3,1,1,4,1;3;b5;b7;9,Eb,G,Db,F,Bbb,Eb
Eb,7,,x,3,2,4,1,x,1;3;5;b7,Eb,G,Db,Eb,,
Eb,7,,x,1,3,1,4,1,1;3;5;b7,Eb,Bb,Db,G,Bb,
Eb,7,,1,3,1,2,4,1,1;3;5;b7,Eb,Bb,Db,G,Db,Eb
Eb,7,,x,x,x,2,1,3,1;3;5;b7,Bb,Db,G,,,
Eb,7,,x,2,1,3,x,x,1;3;5;b7,Eb,G,Db,,,
Eb,7,,x,x,x,1,4,1,1;3;5;b7,Db,G,Bb,,,
Eb,7,,x,x,2,3,1,x,1;3;5;b7,G,Db,Eb,,,
Eb,7,,x,x,x,3,2,1,1;3;5;b7,G,Bb,Db,,,
Eb,7,,3,x,2,4,1,x,1;3;5;b7,Bb,G,Db,Eb,,
Eb,7,,3,x,2,4,x,x,1;3;5;b7,Bb,G,Db,,,
Eb,7,,x,x,1,3,2,4,1;3;5;b7,Eb,Bb,Db,G,,
Eb,7,,x,1,3,1,4,x,1;3;5;b7,Eb,Bb,Db,G,,
Eb,dim7,,2,4,1,3,x,x,1;b3;b5;bb7,Bbb,Eb,Gb,Dbb,,
Eb,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,Gb,Dbb,Eb,Bbb,,
Eb,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,Dbb,Gb,Bbb,Eb,,
Eb,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,Eb,Bbb,Dbb,Gb,,
Eb,dim7,,2,x,1,3,1,x,1;b3;b5;bb7,Eb,Dbb,Gb,Bbb,,
Eb,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,Eb,Bbb,Dbb,Gb,,
Eb,dim7,,x,2,3,1,4,1,1;b3;b5;bb7,Eb,Bbb,Dbb,Gb,Bbb,
Eb,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,Gb,Dbb,Eb,Bbb,,
Eb,aug,,x,3,2,0,0,x,1;3;#5,B,Eb,G,B,,
Eb,aug,,4,3,2,0,x,x,1;3;#5,G,B,Eb,G,,
Eb,aug,,x,x,4,2,3,1,1;3;#5,Eb,G,B,Eb,,
Eb,maj,,x,4,3,1,2,1,1;3;5,Eb,G,Bb,Eb,G,
Eb,maj,,x,1,3,3,3,x,1;3;5,Eb,Bb,Eb,G,,
Eb,maj,,1,3,4,2,1,1,1;3;5,Eb,Bb,Eb,G,Bb,Eb
Eb,maj,,x,1,x,0,4,x,1;3;5,Eb,G,G,,,
Eb,maj,,x,x,x,3,4,1,1;3;5,Eb,G,Bb,,,
Eb,maj,,x,3,1,1,1,x,1;3;5,G,Bb,Eb,G,,
Eb,maj,,1,x,3,3,3,x,1;3;5,Bb,Bb,Eb,G,,
Eb,maj,,x,1,1,3,4,x,1;3;5,Bb,Eb,Bb,Eb,,
Eb,maj,,x,x,3,1,2,x,1;3;5,G,Bb,Eb,,,
Eb,maj,,x,x,1,1,1,x,1;3;5,Bb,Eb,G,,,
Eb,maj,,x,1,2,3,4,1,1;3;5,Eb,Bb,Eb,G,Bb,
Eb,maj,,1,1,3,3,3,x,1;3;5,Bb,Eb,Bb,Eb,G,
Eb,maj,,x,x,1,4,x,x,1;3;5,G,Eb,,,,
Eb,maj,,x,x,x,2,1,1,1;3;5,G,Bb,Eb,,,
Eb,maj,,x,4,3,1,2,x,1;3;5,Eb,G,Bb,Eb,,
Eb,11,,x,x,1,1,2,1,1;3;5;b7;9;11,Eb,Ab,Db,F,,
Eb,11,,x,1,1,1,1,1,1;3;5;b7;9;11,Eb,Ab,Db,F,Bb,
Eb,11,,4,x,3,2,1,1,1;3;5;b7;9;11,Eb,Db,F,Ab,Db,
Eb,maj9,,x,x,1,0,4,2,1;3;5;7;9,Eb,G,D,F,,
Eb,maj9,,x,2,1,4,3,x,1;3;5;7;9,Eb,G,D,F,,
Eb,maj9,,x,x,4,1,2,1,1;3;5;7;9,Eb,F,Bb,D,,
Eb,maj9,,x,x,1,3,4,1,1;3;5;7;9,Eb,Bb,D,F,,
Eb,sus2,,x,1,3,4,1,1,1;2;5,Eb,Bb,Eb,F,Bb,
Eb,sus2,,x,1,3,4,1,x,1;2;5,Eb,Bb,Eb,F,,
Eb,m11,,x,x,3,1,4,x,1;b3;5;b7;9;11,Bb,Db,Ab,,,
Eb,m11,,x,2,x,3,4,1,1;b3;5;b7;9;11,Eb,Db,Gb,Ab,,
Eb,m,,x,x,3,2,4,1,1;b3;5,Gb,Bb,Eb,Gb,,
Eb,m,,x,1,3,4,2,1,1;b3;5,Eb,Bb,Eb,Gb,Bb,
Eb,m,,1,3,4,1,1,1,1;b3;5,Eb,Bb,Eb,Gb,Bb,Eb
Eb,m,,x,x,2,1,3,x,1;b3;5,Gb,Bb,Eb,,,
Eb,m,,x,1,3,4,2,x,1;b3;5,Eb,Bb,Eb,Gb,,
Eb,7b5,,x,x,1,2,3,4,1;3;b5;b7,Eb,Bbb,Db,G,,
Eb,7b5,,x,1,2,1,3,x,1;3;b5;b7,Eb,Bbb,Db,G,,
Eb,7b5,,x,x,2,4,1,3,1;3;b5;b7,Db,G,Bbb,Eb,,
Eb,m7,,x,3,1,4,1,x,1;b3;5;b7,Eb,Gb,Db,Eb,,
Eb,m7,,x,1,3,1,2,1,1;b3;5;b7,Eb,Bb,Db,Gb,Bb,
Eb,m7,,1,3,1,1,4,1,1;b3;5;b7,Eb,Bb,Db,Gb,Db,Eb
Eb,m7,,x,2,1,3,4,x,1;b3;5;b7,Eb,Gb,Db,Gb,,
Eb,m7,,x,1,x,2,3,x,1;b3;5;b7,Eb,Db,Gb,,,
Eb,m7,,x,2,1,3,x,x,1;b3;5;b7,Eb,Gb,Db,,,
Eb,m7,,x,x,3,1,2,x,1;b3;5;b7,Bb,Db,Gb,,,
Eb,m7,,2,x,3,3,3,x,1;b3;5;b7,Eb,Db,Gb,Bb,,
Eb,m7,,x,1,1,4,1,x,1;b3;5;b7,Db,Gb,Db,Eb,,
Eb,m7,,3,x,1,4,1,x,1;b3;5;b7,Bb,Gb,Db,Eb,,
Eb,m7,,x,1,3,1,2,x,1;b3;5;b7,Eb,Bb,Db,Gb,,
Eb,dim,,x,x,1,2,4,3,1;b3;b5,Eb,Bbb,Eb,Gb,,
Eb,dim,,x,1,2,3,4,x,1;b3;b5,Eb,Bbb,Eb,Gb,,
Eb,dim,,x,x,4,3,1,2,1;b3;b5,Eb,Gb,Bbb,Eb,,
Eb,dim,,x,x,3,1,4,x,1;b3;b5,Gb,Bbb,Eb,,,
Eb,6,,x,4,2,3,1,x,1;3;5;6,Eb,G,C,Eb,,
Eb,6,,x,1,3,3,3,3,1;3;5;6,Eb,Bb,Eb,G,C,
Eb,6,,1,x,3,2,4,1,1;3;5;6,Eb,Eb,G,C,Eb,
Eb,6,,x,x,x,1,1,1,1;3;5;6,Eb,G,C,,,
Eb,6,,x,x,3,2,4,1,1;3;5;6,Eb,G,C,Eb,,
Eb,6,,x,x,3,2,4,x,1;3;5;6,Eb,G,C,,,
Eb,7(#5),,x,1,2,1,1,x,1;3;#5;b7,Db,G,B,Eb,,
Eb,7(#5),,x,1,4,1,3,2,1;3;#5;b7,Eb,B,Db,G,B,
Eb,7(#5),,1,x,1,2,3,1,1;3;#5;b7,Eb,Db,G,B,Eb,
Eb,7sus4,,x,2,3,4,1,x,1;4;5;b7,Eb,Ab,Db,Eb,,
Eb,7sus4,,x,1,3,1,4,1,1;4;5;b7,Eb,Bb,Db,Ab,Bb,
Eb,7sus4,,1,3,1,4,1,1,1;4;5;b7,Eb,Bb,Db,Ab,Bb,Eb
Eb,7sus4,,x,2,2,3,x,x,1;4;5;b7,Eb,Ab,Db,,,
Eb,maj7,,x,4,3,1,1,1,1;3;5;7,Eb,G,Bb,D,G,
Eb,maj7,,x,1,3,2,4,1,1;3;5;7,Eb,Bb,D,G,Bb,
Eb,maj7,,x,x,4,3,2,1,1;3;5;7,Eb,G,Bb,D,,
Eb,7(#11),,x,1,3,1,x,x,1;3;5;b7;#11,Eb,A,Db,,,
Eb,m6,,x,3,1,2,1,x,1;b3;5;6,Eb,Gb,C,Eb,,
Eb,m6,,x,1,x,3,2,4,1;b3;5;6,Eb,Eb,Gb,C,,
Eb,m6,,1,x,3,1,4,1,1;b3;5;6,Eb,Eb,Gb,C,Eb,
Eb,7(b9),,x,x,1,0,3,0,1;3;5;b7;b9,Eb,G,Db,Fb,,
Eb,7(b9),,x,2,1,3,1,x,1;3;5;b7;b9,Eb,G,Db,Fb,,
Eb,7(b9),,1,x,1,2,1,3,1;3;5;b7;b9,Eb,Db,G,Bb,Fb,
Eb,7(b9),,x,x,1,3,2,4,1;3;5;b7;b9,Db,G,Bb,Fb,,
Eb,7(b9),,x,2,3,1,4,x,1;3;5;b7;b9,Db,G,Bb,Fb,,
Eb,m9,,x,2,1,3,4,x,1;b3;5;b7;9,Eb,Gb,Db,F,,
Eb,m9,,3,1,4,2,x,x,1;b3;5;b7;9,Eb,Gb,Db,F,,
Eb,m9,,1,3,1,1,1,4,1;b3;5;b7;9,Eb,Bb,Db,Gb,Bb,F
Eb,sus4,,x,3,4,1,2,x,1;4;5,Eb,Ab,Bb,Eb,,
Eb,sus4,,x,1,2,3,4,1,1;4;5,Eb,Bb,Eb,Ab,Bb,
Eb,sus4,,1,1,3,4,1,1,1;4;5,Eb,Ab,Eb,Ab,Bb,Eb
Eb,9-Jun,,x,x,1,0,2,3,1;3;5;6;9,Eb,G,C,F,,
Eb,9-Jun,,x,2,1,1,3,4,1;3;5;6;9,Eb,G,C,F,Bb,
Eb,9-Jun,,2,1,1,1,3,4,1;3;5;6;9,Eb,G,C,F,Bb,Eb
Eb,9-Jun,,x,x,1,3,1,1,1;3;5;6;9,Eb,Bb,C,F,,
Eb,9-Jun,,x,2,x,1,3,x,1;3;5;6;9,Eb,C,F,,,
Gb,13,,1,x,1,2,3,4,1;3;5;b7;9;11;13,Gb,Fb,Bb,Eb,Ab,
Gb,13,,x,2,1,3,3,4,1;3;5;b7;9;11;13,Gb,Bb,Fb,Ab,Eb,
Gb,13,,x,1,3,1,1,4,1;3;5;b7;9;11;13,Gb,Db,Fb,Ab,Eb,
Gb,13,,1,x,2,3,4,x,1;3;5;b7;9;11;13,Gb,Fb,Bb,Eb,,
Gb,13,,x,x,1,3,3,4,1;3;5;b7;9;11;13,Bb,Fb,Ab,Eb,,
Gb,7(#9),,2,1,3,3,3,3,1;3;5;b7;#9,Gb,Bb,Fb,A,Db,Gb
Gb,7(#9),,1,3,1,2,1,4,1;3;5;b7;#9,Gb,Db,Fb,Bb,Db,A
Gb,7(#9),,x,2,1,3,4,x,1;3;5;b7;#9,Gb,Bb,Fb,A,,
Gb,7(#9),,1,3,1,2,4,4,1;3;5;b7;#9,Gb,Db,Fb,Bb,Fb,A
Gb,9,,x,x,2,1,3,4,1;3;5;b7;9,Fb,Ab,Db,Gb,,
Gb,9,,x,x,1,3,2,1,1;3;5;b7;9,Gb,Db,Fb,Ab,,
Gb,9,,x,2,1,3,4,x,1;3;5;b7;9,Gb,Bb,Fb,Ab,,
Gb,9,,2,x,1,3,4,x,1;3;5;b7;9,Db,Bb,Fb,Ab,,
Gb,9,,x,x,1,3,3,3,1;3;5;b7;9,Bb,Fb,Ab,Db,,
Gb,9,,x,2,1,3,3,3,1;3;5;b7;9,Gb,Bb,Fb,Ab,Db,
Gb,9b5,,2,1,3,1,1,4,1;3;b5;b7;9,Gb,Bb,Fb,Ab,Dbb,Gb
Gb,9b5,,x,x,1,2,3,1,1;3;b5;b7;9,Gb,Dbb,Fb,Ab,,
Gb,9b5,,1,2,1,3,4,1,1;3;b5;b7;9,Dbb,Gb,Bb,Fb,Ab,Dbb
Gb,maj13,,1,x,2,3,4,x,1;3;5;7;9;11;13,Gb,F,Bb,Eb,,
Gb,7,,1,3,1,2,4,1,1;3;5;b7,Gb,Db,Fb,Bb,Fb,Gb
Gb,7,,x,3,2,4,1,x,1;3;5;b7,Gb,Bb,Fb,Gb,,
Gb,7,,x,1,3,1,4,1,1;3;5;b7,Gb,Db,Fb,Bb,Db,
Gb,7,,x,x,x,2,1,3,1;3;5;b7,Db,Fb,Bb,,,
Gb,7,,1,x,2,3,x,x,1;3;5;b7,Gb,Fb,Bb,,,
Gb,7,,x,2,1,3,x,x,1;3;5;b7,Gb,Bb,Fb,,,
Gb,7,,x,x,1,3,2,4,1;3;5;b7,Gb,Db,Fb,Bb,,
Gb,7,,x,3,x,2,1,x,1;3;5;b7,Fb,Db,Fb,,,
Gb,dim7,,2,4,1,3,x,x,1;b3;b5;bb7,Bbb,Fbb,Gb,Dbb,,
Gb,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,Bbb,Fbb,Gb,Dbb,,
Gb,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,Fbb,Bbb,Dbb,Gb,,
Gb,dim7,,2,x,1,3,1,x,1;b3;b5;bb7,Gb,Fbb,Bbb,Dbb,,
Gb,aug,,x,3,2,1,1,x,1;3;#5,D,Gb,Bb,D,,
Gb,aug,,4,3,2,1,x,x,1;3;#5,Bb,D,Gb,Bb,,
Gb,aug,,x,x,4,2,3,1,1;3;#5,D,Gb,Bb,D,,
Gb,maj,,1,3,4,2,1,1,1;3;5,Gb,Db,Gb,Bb,Db,Gb
Gb,maj,,x,4,3,1,2,1,1;3;5,Gb,Bb,Db,Gb,Bb,
Gb,maj,,x,1,3,3,3,x,1;3;5,Gb,Db,Gb,Bb,,
Gb,maj,,3,1,1,x,x,x,1;3;5,Bb,Db,Gb,,,
Gb,maj,,x,3,x,2,1,x,1;3;5,Db,Bb,Db,,,
Gb,11,,2,x,3,1,0,0,1;3;5;b7;9;11,Gb,Fb,Ab,Cb,Fb,
Gb,11,,x,x,1,1,2,1,1;3;5;b7;9;11,Gb,Cb,Fb,Ab,,
Gb,11,,x,1,1,1,1,1,1;3;5;b7;9;11,Gb,Cb,Fb,Ab,Db,
Gb,maj9,,x,x,4,1,2,1,1;3;5;7;9,Gb,Ab,Db,F,,
Gb,maj9,,x,4,1,1,1,1,1;3;5;7;9,Gb,Ab,Db,F,Bb,
Gb,maj9,,x,2,1,4,3,x,1;3;5;7;9,Gb,Bb,F,Ab,,
Gb,m,,1,3,4,1,1,1,1;b3;5,Gb,Db,Gb,Bbb,Db,Gb
Gb,m,,x,x,1,3,4,2,1;b3;5,Gb,Db,Gb,Bbb,,
Gb,m,,x,1,3,4,2,1,1;b3;5,Gb,Db,Gb,Bbb,Db,
Gb,m,,1,x,x,1,1,x,1;b3;5,Gb,Bbb,Db,,,
Gb,7b5,,1,3,2,4,x,x,1;3;b5;b7,Gb,Dbb,Fb,Bb,,
Gb,7b5,,x,x,1,2,3,4,1;3;b5;b7,Gb,Dbb,Fb,Bb,,
Gb,7b5,,x,1,2,1,3,x,1;3;b5;b7,Gb,Dbb,Fb,Bb,,
Gb,m7,,1,3,1,1,4,1,1;b3;5;b7,Gb,Db,Fb,Bbb,Fb,Gb
Gb,m7,,x,x,1,4,2,3,1;b3;5;b7,Gb,Db,Fb,Bbb,,
Gb,m7,,x,1,3,1,2,1,1;b3;5;b7,Gb,Db,Fb,Bbb,Db,
Gb,m7,,2,x,3,3,3,x,1;b3;5;b7,Gb,Fb,Bbb,Db,,
Gb,m7,,x,1,x,2,4,3,1;b3;5;b7,Gb,Fb,Bbb,Db,,
Gb,m7,,1,x,x,x,2,0,1;b3;5;b7,Gb,Db,Fb,,,
Gb,dim,,1,2,3,1,x,x,1;b3;b5,Gb,Dbb,Gb,Bbb,,
Gb,dim,,x,x,1,2,4,3,1;b3;b5,Gb,Dbb,Gb,Bbb,,
Gb,dim,,x,1,2,3,4,x,1;b3;b5,Gb,Dbb,Gb,Bbb,,
Gb,6,,1,x,3,2,4,1,1;3;5;6,Gb,Gb,Bb,Eb,Gb,
Gb,6,,x,4,2,3,1,x,1;3;5;6,Gb,Bb,Eb,Gb,,
Gb,6,,x,1,3,3,3,3,1;3;5;6,Gb,Db,Gb,Bb,Eb,
Gb,7(#5),,1,x,1,2,3,1,1;3;#5;b7,Gb,Fb,Bb,D,Gb,
Gb,7(#5),,x,1,2,1,1,x,1;3;#5;b7,Fb,Bb,D,Gb,,
Gb,7(#5),,x,1,4,1,3,2,1;3;#5;b7,Gb,D,Fb,Bb,D,
Gb,7sus4,,1,3,1,4,1,1,1;4;5;b7,Gb,Db,Fb,Cb,Db,Gb
Gb,7sus4,,x,2,3,4,1,x,1;4;5;b7,Gb,Cb,Fb,Gb,,
Gb,7sus4,,x,1,3,1,4,1,1;4;5;b7,Gb,Db,Fb,Cb,Db,
Gb,maj7,,1,4,2,3,1,x,1;3;5;7,Gb,Db,F,Bb,Db,
Gb,maj7,,x,4,3,1,1,1,1;3;5;7,Gb,Bb,Db,F,Bb,
Gb,maj7,,x,1,3,2,4,1,1;3;5;7,Gb,Db,F,Bb,Db,
Gb,maj7,,2,4,1,x,x,x,1;3;5;7,Bb,F,Gb,,,
Gb,maj7,,1,x,3,4,2,x,1;3;5;7,Gb,F,Bb,Db,,
Gb,5,,1,3,4,x,x,x,1;5,Gb,Db,Gb,,,
Gb,7(#11),,2,x,3,4,1,x,1;3;5;b7;#11,Gb,Fb,Bb,C,,
Gb,m6,,1,x,3,1,4,1,1;b3;5;6,Gb,Gb,Bbb,Eb,Gb,
Gb,m6,,x,3,1,2,1,x,1;b3;5;6,Gb,Bbb,Eb,Gb,,
Gb,m6,,x,1,x,3,2,4,1;b3;5;6,Gb,Gb,Bbb,Eb,,
Gb,7(b9),,1,x,1,2,1,3,1;3;5;b7;b9,Gb,Fb,Bb,Db,Abb,
Gb,7(b9),,x,x,2,1,3,1,1;3;5;b7;b9,Gb,Bb,Fb,Abb,,
Gb,7(b9),,x,2,1,3,1,x,1;3;5;b7;b9,Gb,Bb,Fb,Abb,,
Gb,m9,,1,3,1,1,1,4,1;b3;5;b7;9,Gb,Db,Fb,Bbb,Db,Ab
Gb,m9,,x,x,2,1,4,3,1;b3;5;b7;9,Gb,Bbb,Fb,Ab,,
Gb,m9,,x,2,1,3,4,x,1;b3;5;b7;9,Gb,Bbb,Fb,Ab,,
Gb,sus4,,1,1,3,4,1,1,1;4;5,Gb,Cb,Gb,Cb,Db,Gb
Gb,sus4,,x,3,4,1,2,x,1;4;5,Gb,Cb,Db,Gb,,
Gb,sus4,,x,1,2,3,4,1,1;4;5,Gb,Db,Gb,Cb,Db,
Gb,9-Jun,,2,1,1,1,3,4,1;3;5;6;9,Gb,Bb,Eb,Ab,Db,Gb
Gb,9-Jun,,x,x,2,1,3,4,1;3;5;6;9,Gb,Bb,Eb,Ab,,
Gb,9-Jun,,x,2,1,1,3,4,1;3;5;6;9,Gb,Bb,Eb,Ab,Db,
A,13,,x,0,4,3,1,1,1;3;5;b7;9;11;13,A,G,B,C#,F#,
A,13,,1,x,1,2,3,4,1;3;5;b7;9;11;13,A,G,C#,F#,B,
A,13,,x,0,1,2,3,4,1;3;5;b7;9;11;13,A,C#,G,B,F#,
A,13,,x,0,1,2,3,1,1;3;5;b7;9;11;13,A,G,C#,F#,A,
A,13,,1,3,1,2,4,1,1;3;5;b7;9;11;13,A,E,G,C#,F#,A
A,13,,1,x,2,3,4,x,1;3;5;b7;9;11;13,A,G,C#,F#,,
A,13,,1,x,3,2,4,x,1;3;5;b7;9;11;13,A,A,C#,F#,,
A,13,,x,1,3,4,2,x,1;3;5;b7;9;11;13,G,C#,F#,A,,
A,13,,x,2,1,3,3,4,1;3;5;b7;9;11;13,A,C#,G,B,F#,
A,13,,x,x,2,1,3,3,1;3;5;b7;9;11;13,E,G,C#,F#,,
A,13,,x,x,1,2,3,1,1;3;5;b7;9;11;13,G,C#,F#,A,,
A,13,,x,x,1,2,3,3,1;3;5;b7;9;11;13,G,C#,F#,B,,
A,7(#9),,x,0,1,4,1,2,1;3;5;b7;#9,A,E,B#,C#,G,
A,7(#9),,x,0,1,2,1,4,1;3;5;b7;#9,A,G,C#,E,B#,
A,7(#9),,x,2,1,3,4,0,1;3;5;b7;#9,A,C#,G,B#,E,
A,7(#9),,x,0,2,1,4,4,1;3;5;b7;#9,A,A,C#,G,B#,
A,7(#9),,x,2,3,1,4,4,1;3;5;b7;#9,E,A,C#,G,B#,
A,7(#9),,x,2,1,3,4,x,1;3;5;b7;#9,A,C#,G,B#,,
A,7(#9),,x,x,2,1,3,4,1;3;5;b7;#9,A,C#,G,B#,,
A,7(#9),,1,3,1,2,4,4,1;3;5;b7;#9,A,E,G,C#,G,B#
A,7(#9),,x,x,1,2,1,4,1;3;5;b7;#9,G,C#,E,B#,,
A,7(#9),,2,1,3,3,x,x,1;3;5;b7;#9,A,C#,G,B#,,
A,9,,x,0,1,3,1,2,1;3;5;b7;9,A,E,B,C#,G,
A,9,,x,0,2,1,3,4,1;3;5;b7;9,A,G,B,E,A,
A,9,,x,0,1,2,1,3,1;3;5;b7;9,A,G,C#,E,B,
A,9b5,,x,0,1,0,0,x,1;3;b5;b7;9,A,Eb,G,B,,
A,9b5,,2,1,3,1,1,4,1;3;b5;b7;9,A,C#,G,B,Eb,A
A,9b5,,x,0,1,2,3,1,1;3;b5;b7;9,A,A,Eb,G,B,
A,maj13,,1,x,2,3,4,x,1;3;5;7;9;11;13,A,G#,C#,F#,,
A,maj13,,x,0,4,1,3,0,1;3;5;7;9;11;13,A,F#,G#,C#,E,
A,7,,x,0,1,0,3,0,1;3;5;b7,A,E,G,C#,E,
A,7,,1,3,1,2,4,1,1;3;5;b7,A,E,G,C#,G,A
A,7,,x,3,2,4,1,0,1;3;5;b7,A,C#,G,A,E,
A,7,,1,3,1,2,1,1,1;3;5;b7,A,E,G,C#,E,A
A,7,,x,0,1,2,3,4,1;3;5;b7,A,E,A,C#,G,
A,7,,x,0,2,0,3,4,1;3;5;b7,A,E,G,C#,G,
A,7,,2,1,4,0,x,x,1;3;5;b7,A,C#,G,G,,
A,7,,x,3,2,0,1,0,1;3;5;b7,A,C#,G,A,E,
A,7,,x,0,2,0,x,x,1;3;5;b7,A,E,G,,,
A,7,,x,x,x,2,1,3,1;3;5;b7,E,G,C#,,,
A,7,,x,0,1,3,2,0,1;3;5;b7,A,G,C#,E,E,
A,7,,x,2,1,3,x,x,1;3;5;b7,A,C#,G,,,
A,7,,x,0,x,x,1,3,1;3;5;b7,A,C#,G,,,
A,7,,1,x,2,3,x,x,1;3;5;b7,A,G,C#,,,
A,7,,x,0,x,0,2,x,1;3;5;b7,A,G,C#,,,
A,7,,x,0,3,0,2,1,1;3;5;b7,A,C#,G,A,C#,
A,7,,x,2,x,1,3,0,1;3;5;b7,G,E,A,E,,
A,dim7,,2,4,1,3,x,x,1;b3;b5;bb7,A,Eb,Gb,C,,
A,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,Gb,C,Eb,A,,
A,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,C,Gb,A,Eb,,
A,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,Eb,A,C,Gb,,
A,dim7,,x,0,1,3,2,4,1;b3;b5;bb7,A,Gb,C,Eb,A,
A,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,A,Eb,Gb,C,,
A,dim7,,x,0,1,3,x,x,1;b3;b5;bb7,A,Gb,C,,,
A,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,Gb,C,Eb,A,,
A,dim7,,2,x,1,3,1,x,1;b3;b5;bb7,A,Gb,C,Eb,,
A,dim7,,x,x,x,2,1,3,1;b3;b5;bb7,Eb,Gb,C,,,
A,dim7,,x,0,x,2,1,3,1;b3;b5;bb7,A,Eb,Gb,C,,
A,dim7,,x,0,x,x,3,1,1;b3;b5;bb7,A,Eb,Gb,,,
A,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,A,Eb,Gb,C,,
A,dim7,,2,x,1,3,x,x,1;b3;b5;bb7,A,Gb,C,,,
A,dim7,,x,3,1,2,x,x,1;b3;b5;bb7,Gb,A,Eb,,,
A,dim7,,x,3,1,2,x,x,1;b3;b5;bb7,A,C,Gb,,,
A,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,Eb,A,C,Gb,,
A,dim7,,2,x,1,3,x,x,1;b3;b5;bb7,Gb,Eb,A,,,
A,aug,,x,3,2,1,1,x,1;3;#5,C#,E#,A,C#,,
A,aug,,4,3,2,1,x,x,1;3;#5,A,C#,E#,A,,
A,aug,,x,x,4,2,3,1,1;3;#5,C#,E#,A,C#,,
A,aug,,x,0,4,2,3,1,1;3;#5,A,E#,A,C#,E#,
A,maj,M,x,0,1,2,3,0,1;3;5,A,E,A,C#,E,
A,maj,,1,3,4,2,1,1,1;3;5,A,E,A,C#,E,A
A,maj,,x,4,3,1,2,1,1;3;5,A,C#,E,A,C#,
A,maj,,0,3,x,1,4,0,1;3;5,E,C#,A,E,E,
A,maj,,x,1,4,x,x,2,1;3;5,C#,A,A,,,
A,maj,,x,0,1,1,1,4,1;3;5,A,E,A,C#,A,
A,maj,,x,0,3,2,1,0,1;3;5,A,A,C#,E,E,
A,maj,,x,x,x,1,3,2,1;3;5,E,A,C#,,,
